"appId","currency","developer","free","icon","price","score","scoreText","searchTerm","summary","title","url"
"com.openai.chatgpt","USD","OpenAI","true","https://play-lh.googleusercontent.com/lmG9HlI0awHie0cyBieWXeNjpyXvHPwDBb8MNOVIyp0P8VEh95AiBHtUZSDVR3HLe3A","0","4.784652","4.8","productivity","Introducing ChatGPT for Android: OpenAI’s latest advancements at your fingertips.<br><br>This official app is free, syncs your history across devices, and brings you the latest from OpenAI, including the new image generator.<br><br>With ChatGPT in your pocket, you’ll find:<br><br>· Image generation–Generate original images from a description, or transform existing ones with a few simple words. <br>· Advanced Voice Mode–Tap the soundwave icon to have a real-time convo on the go. Settle a dinner table debate, or practice a new language. <br>· Photo upload—Snap or upload a picture to transcribe a handwritten recipe or get info about a landmark. <br>· Creative inspiration—Find custom birthday gift ideas or create a personalized greeting card.<br>· Tailored advice—Talk through a tough situation, ask for a detailed travel itinerary, or get help crafting the perfect response. <br>· Personalized learning—Explain electricity to a dinosaur-loving kid or easily brush up yourself on a historic event.<br>· Professional input—Brainstorm marketing copy or map out a business plan.<br>· Instant answers—Get recipe suggestions when you only have a few ingredients.<br><br>Join hundreds of millions of users and try the app captivating the world. Download ChatGPT today.<br><br>Terms of service &amp; privacy policy:<br>https://openai.com/policies/terms-of-use<br>https://openai.com/policies/privacy-policy","ChatGPT","https://play.google.com/store/apps/details?id=com.openai.chatgpt"
"com.google.android.apps.bard","USD","Google LLC","true","https://play-lh.googleusercontent.com/Pkwn0AbykyjSuCdSYCbq0dvOqHP-YXcbBLTZ8AOUZhvnRuhUnZ2aJrw_YCf6kVMcZ4PM","0","4.5114474","4.5","productivity","Supercharge your creativity and productivity with Gemini, your AI assistant from Google.<br><br>Gemini gives you direct access to Google’s best family of AI models on your phone so you can:<br><br>- Go Live with Gemini to brainstorm ideas, simplify complex topics, and rehearse for important moments. Just click on the Gemini Live button in your Gemini app<br>- Connect with your favorite Google apps like Search, YouTube, Google Maps, Gmail, and more<br>- Study smarter and explore any topic with interactive visuals and real-world examples<br>- Turn any file into a podcast that you can listen to anytime, anywhere<br>- Create stunning images from just a few words<br>- Plan trips better and faster<br>- Get summaries, deep dives, and source links, all in one place<br>- Brainstorm new ideas, or improve existing ones<br><br>Level-up your Gemini app experience by upgrading to the Pro plan–unlock new and powerful features to tackle complex tasks and projects and enjoy industry-leading 1M token context window (enabling Gemini to process up to 1,500 pages of text or 30k lines of code), and:<br>- Get more access our most powerful model, like 2.5 Pro<br>- Generate and dive into detailed reports on any topic with Deep Research powered by 2.5 Pro<br>- Turn words into high-quality, 8 second video clips with video generation with Veo 2, and more. <br><br>Google AI Pro is available in 150 countries and territories, and includes additional benefits. Gemini app, as part of Google AI Pro, will continue to be available to qualifying Google Workspace business and education plans. Learn more: https://gemini.google/subscriptions/<br><br>Get the best of Gemini [app] by upgrading to the Ultra plan–unlock the highest level of access and exclusive features to turn anything into anything. Get the highest access to Google’s most powerful model, like 2.5 Pro, and features like video generation with Veo 3 and Deep Research. You’ll also get early access to try our newest AI innovations as they become available, including Agent Mode.<br><br>Gemini in Google AI Ultra is available in the US and includes additional benefits as part of a Google AI Ultra subscription. Google AI Ultra is not currently available to Google Workspace business and education customers. Learn more: https://gemini.google/subscriptions/<br><br>If you opt in to the Gemini app, it will replace your Google Assistant as the primary assistant on the phone. Some Google Assistant voice features aren&#39;t available through the Gemini app yet. You can switch back to Google Assistant in settings.<br><br>Review the Gemini Apps Privacy Notice:<br>https://support.google.com/gemini?p=privacy_notice","Google Gemini","https://play.google.com/store/apps/details?id=com.google.android.apps.bard"
"com.google.android.calendar","USD","Google LLC","true","https://play-lh.googleusercontent.com/_bh6XK3B7TAk7kBXC1GHC0j9eS9cw9wQo2K7fiP7FDGAQlcOqgUPT2lx3WgZ0JlOJh8","0","4.557694","4.6","productivity","Get the official Google Calendar app, part of Google Workspace, for your Android phone, tablet, or Wear OS device to save time and make the most of every day.<br>• Different ways to view your calendar - Quickly switch between month, week, and day view.<br>• Events from Gmail - Flight, hotel, concert, restaurant reservations, and more are added to your calendar automatically.<br>• Tasks - Create, manage, and view your tasks alongside your events in Calendar.<br>• All your calendars in one place - Google Calendar works with all calendars on your phone, including Exchange.<br>• Never miss an event or task on the go - On Wear OS devices, Google Calendar notifies you on time and supports tiles and complications.<br>Google Calendar is part of Google Workspace. With Google Workspace, you and your team can:<br>• Schedule meetings quickly by checking coworkers availability or layering their calendars in a single view<br>• See if meeting rooms or shared resources are free<br>• Share calendars so people see full event details or just if you are free<br>• Access from your laptop, tablet or phone<br>• Publish calendars on the web<br>Learn more about Google Workspace: https://workspace.google.com/products/calendar/<br>Follow us for more:<br>Twitter: https://twitter.com/googleworkspace<br>Linkedin: https://www.linkedin.com/showcase/googleworkspace<br>Facebook: https://www.facebook.com/googleworkspace/","Google Calendar","https://play.google.com/store/apps/details?id=com.google.android.calendar"
"com.google.android.keep","USD","Google LLC","true","https://play-lh.googleusercontent.com/9bJoeaPbGTB8Tz_h4N-p-6ReRd8vSS-frZb2tmJulaGIoTKElKj3zpmcFJvnS96ANZP5","0","4.778421","4.8","productivity","Quickly capture what’s on your mind and get a reminder later at the right place or time. Speak a voice memo on the go and have it automatically transcribed. Grab a photo of a poster, receipt or document and easily organize or find it later in search. Google Keep makes it easy to capture a thought or list for yourself, and share it with friends and family.<br><br>Capture what’s on your mind<br>• Add notes, lists and photos to Google Keep. Pressed for time? Record a voice memo and Keep will transcribe it so you can find it later.<br>• Take advantage of widgets on your phone and tablet and add tiles and complications to your Wear OS device to quickly capture your thoughts.<br>Share ideas with friends and family<br>• Easily plan that surprise party by sharing your Keep notes with others and collaborating on them in real time.<br>Find what you need, fast<br>• Color and add labels to notes to quickly organize and get on with your life. If you need to find something you saved, a simple search will turn it up.<br>• Pin notes to your phone or tablet homescreen with widgets and add shortcuts to your notes with tiles on a Wear OS device.<br>Always within reach<br>• Keep works on your phone, tablet, computer and Wear OS device. Everything you add syncs across all of your devices so your thoughts are always with you.<br>The right note at the right time<br>• Need to remember to pick up some groceries? Set a location-based reminder to pull up your grocery list right when you get to the store.<br>Available everywhere<br>• Try Google Keep on the web at http://keep.google.com and find it in the Chrome Web Store at http://g.co/keepinchrome.","Google Keep - Notes and lists","https://play.google.com/store/apps/details?id=com.google.android.keep"
"cc.forestapp","USD","Seekrtech","true","https://play-lh.googleusercontent.com/NWRVVF6zXvmcqspJwdFOKcQG6OlsNwpMOxED_DgB6B2BBDeWwAeWZKZxGhgqU0LQVJU","0","4.5231695","4.5","productivity","Can&#39;t stop scrolling? Lack of self-control? Forest is the solution that has the cutest focus timer to help you stay focused and boost productivity!<br><br><b>★ 2018 Google Play Editors’ Choice Top Productivity App★</b><br><br><b>★ 2018 Google Play Best Self-improvement app in 9 countries, including, Canada, France, Japan, Korea and more!★</b><br><br><b>★ Google Play 2018 Best Social Impact App Nomination★</b><br><br><b>★ Google Play 2015-2016 Best App of the Year★</b><br><br>Plant a seed in Forest when you need to put down your phone and stay focused to get your to do list done.<br><br>As you stay focused, this seed will gradually grow into a tree. However, if you cannot resist the temptation of using your phone and leave the app, your tree will wither.<br><br>The sense of achievement while seeing a flourishing forest with each tree representing your dedication motivates you to reduce procrastination, and helps you build a good habit of time management!<br><br><b>Motivation and Gamification</b><br><br>- Grow your very own forest with each tree representing your effort.<br>- Earn rewards by staying focused and unlocking adorable trees!<br><br><b>Multiple Focus Modes</b><br><br>- Timer mode: Set your focus session and dive into your work or study flow, or apply Pomodoro technique.<br>- Stopwatch mode: Start and stop at any time. Count-up timer works great as a habit tracker.<br><br><b>Personalized Experience</b><br><br>- Planting Reminder: Remind yourself that it is time to keep your phone down!<br>- Custom Phrases: Motivate yourself with your favorite quotes and inspiring words!<br><br><b>Forest Premium</b><br><br>- <b>Statistics:</b> More insightful statistics of your focused time to tailor your focus habits.<br>- <b>Plant Together:</b> Stay focused with your friends and family anytime and anywhere.<br>- <b>Plant Real Trees:</b> Plant real trees on Earth to make the world greener!<br>- <b>Allow Lists:</b> Create personalized Allow Lists for different situations. Non-allowed apps will be blocked.<br><br><b>Exclusive Events on Different Servers:</b> Enjoy various special events customized for different servers/regions.<br><br><b>Download Forest for FREE now to focus on your goals in life and be a better self!</b><br><br><b>Social Media</b><br><br>Connect with us on Instagram(@forest_app), Twitter(@forestapp_cc), and Facebook(@Forest). Stay tuned for updates and special events!<br><br>We also have a chrome extension. Find out more at <a>[www.forestapp.cc](http://www.forestapp.cc/)</a>!<br><br>NOTICE<br><br>- With the Pro version, Forest can be accessed across all your Android devices.<br>- Downloading a non-Android version of Forest requires a separate purchase.<br>- Your data can be synchronized across all platforms by logging in with the same account.<br>- Due to budget constraints, the number of real trees each user can plant is limited to five.<br><br>Permissions Explained: <a>[https://www.forestapp.cc/permissions/en/](https://www.forestapp.cc/permissions/en/)</a><br><br>Sound Design: Shi Kuang Lee","Forest: Focus for Productivity","https://play.google.com/store/apps/details?id=cc.forestapp"
"com.adobe.reader","USD","Adobe","true","https://play-lh.googleusercontent.com/BkRfMfIRPR9hUnmIYGDgHHKjow-g18-ouP6B2ko__VnyUHSi1spcc78UtZ4sVUtBH4g","0","4.516926","4.5","productivity","<h1>Major new update</h1>Save time with the updated Adobe Acrobat AI Assistant. From quick answers to deep dives, analyze and synthesize information across multiple documents with insights across docs.<br><br><b>Adobe Acrobat AI Assistant</b><br>• Use voice or text prompts with Adobe Acrobat AI Assistant chatbot<br>• Search across multiple document types to locate key information and find the answers you need<br>• Easily share the responses you get from your Adobe Acrobat AI Assistant<br>• Use voice support to ask Adobe Acrobat AI Assistant queries and have answers read aloud<br>• Instantly generate summaries for your PDFs and get key takeaways in seconds with the Generative AI Summaries feature<br>• Get content for emails, text, study notes, blogs, and more <br><br>[Adobe Acrobat AI Assistant is a paid feature*, free for a limited time]<br><br>The world’s most trusted PDF reader and PDF editor with more than 635 million installs. View, share, annotate, add comments, and sign documents —all in one app. Store your files online and read documents anywhere.<br><br>Get your 7-day free trial and try all the features of Acrobat Reader.<br><br><h1>Paid features</h1><b>Edit PDFs</b><br>• With our PDF editor, edit text and images directly in your PDF (mobile only)<br>• Fix typos or add paragraphs with the PDF editor<br>• Easily add, delete, or rotate any image<br><br><b>Merge &amp; organize PDFs with PDF converter</b><br>• Split or combine multiple files into one PDF with PDF converter<br>• Use the PDF editor to insert, delete, rotate, crop &amp; reorder pages in your PDF file<br><br><b>Create, convert &amp; export PDFs</b><br>• Easily convert to PDF from any file type—including Microsoft files, Google Docs, and images<br>• Export and convert PDFs to Ms Word, Excel, PowerPoint, or images (jpg, png, and more)<br>• Convert web pages to PDFs — save articles, research, and more for easy access<br><br><b>Compress &amp; highly secure PDFs</b><br>• Compress PDF files for easy saving and sharing<br>• Password Protect PDF documents<br>Subscribe now to access all these features and use Acrobat across mobile and web platforms.<br><br><h1>Free-to-use features</h1><b>Fill &amp; Sign</b><br>All the features you loved from Adobe Fill &amp; Sign are free &amp; available here on Acrobat Reader. Fill, sign, and send forms fast.<br><br><b>Recognize text</b><br>• Optical Character Recognition (OCR) turns scanned PDFs into searchable, editable text.<br>• Extract text and export to Microsoft Word, other Office files, or plain text files<br><br><b>Liquid mode for optimal PDF viewing</b><br>• Get the best PDF reading experience <br>• Quickly search, navigate &amp; adjust font size or spacing to fit your screen<br><br><b>Share PDFs &amp; collaborate</b><br>• Share files for commenting or viewing<br>• Collect &amp; respond to comments from multiple people in one file<br>• Receive notifications for shared files<br>• Use @mention tag to invite &amp; add non-collaborators<br><br><b>Annotate PDFs</b><br>• Add sticky notes, comments, and highlight text<br>• Share files with others and collect their comments <br><br><b>Store &amp; manage files</b><br>• Link online storage accounts like Microsoft OneDrive, Dropbox, or Google Drive<br>• Star files to quickly open important documents<br><br><b>Connect the PDF reader to Google Drive</b><br>• Create, edit, compress, and export Google Drive files with a subscription<br><br><b>Work with scanned documents</b><br>• Access the scanned PDFs you’ve created using the free Adobe Scan app<br>• Open your scans in Acrobat’s PDF Reader to fill, sign, comment &amp; share<br><br>The Acrobat Reader mobile app is designed to work with customers who have Enterprise Mobility Management (EMM) enabled.<br><br>An Adobe Acrobat AI Assistant add-on plan is available to Acrobat Individual customers.<br><br>Terms &amp; Conditions:<br>Your use of this application is governed by the Adobe General Terms of Use http://www.adobe.com/go/terms_en and the Adobe Privacy Policy http://www.adobe.com/go/privacy_policy_en<br><br>Do not sell or share my personal information www.adobe.com/go/ca-rights","Adobe Acrobat Reader: Edit PDF","https://play.google.com/store/apps/details?id=com.adobe.reader"
"com.google.android.apps.docs.editors.docs","USD","Google LLC","true","https://play-lh.googleusercontent.com/emmbClh_hm0WpWZqJ0X59B8Pz1mKoB9HVLkYMktxhGE6_-30SdGoa-BmYW73RJ8MGZQ","0","4.170463","4.2","productivity","Create, edit, and collaborate with others on documents from your Android phone or tablet with the Google Docs app. With Docs you can:<br><br>- Create new documents or edit existing files<br>- Share documents and collaborate in the same document at the same time.<br>- Work anywhere, anytime - even offline<br>- Add and respond to comments.<br>- Never worry about losing your work – everything is saved automatically as you type.<br>- Search the web and your files in Drive, right from Docs<br>- Open, edit, and save Word documents and PDFs.<br><br>Google Docs is part of Google Workspace: where teams of any size can chat, create, and collaborate.<br><br>Google Workspace subscribers have access to additional Google Docs features, including:<br>- Working in a single document with teammates or people outside your company. See edits as others type, communicate through built-in chat, and leave feedback through comments and suggestions<br>- Importing your documents to make them instantly editable, including Microsoft® Word and PDF files. Export your work in .docx, .pdf, .odt, .rtf, .txt or .html format<br>- Unlimited version history. Track changes made to your documents and undo anything you choose.<br>- Working across devices, with or without Internet<br><br>Learn more about Google Workspace: https://workspace.google.com/products/docs/<br><br>Follow us for more:<br>Twitter: https://twitter.com/googleworkspace<br>Linkedin: https://www.linkedin.com/showcase/googleworkspace<br>Facebook: https://www.facebook.com/googleworkspace/.","Google Docs","https://play.google.com/store/apps/details?id=com.google.android.apps.docs.editors.docs"
"com.microsoft.office.officehubrow","USD","Microsoft Corporation","true","https://play-lh.googleusercontent.com/Cf6rGlvAZJx2iG4c5f5H5N5XWGKFk5XZ_uz0A0YIIyuFPFybIfQaxSlDIQyU2W8btfv6","0","4.643258","4.6","productivity","The Microsoft 365 Copilot app is your everyday productivity app for work and life that helps you find and edit files, scan documents, and create content on the go with access to Microsoft 365 Copilot Chat*, Word, Excel, PowerPoint, and PDFs all in one app. (formerly the Microsoft 365 (Office) app)<br><br>With Copilot for work, easily ask, create, and draft in a simplified chat experience to boost productivity.<br><br>*Copilot Chat in the Microsoft 365 Copilot app is available for Microsoft 365 Enterprise, Academic, SMB, Personal and Family subscribers with a work, education, or personal account. It is available in these supported languages: https://support.microsoft.com/en-us/office/supported-languages-for-microsoft-copilot-94518d61-644b-4118-9492-617eea4801d8.<br><br>Word, Excel, PowerPoint, and Copilot all in one app:<br>• Collaborate with Copilot, your AI assistant, to catch up, ask questions, and draft content.<br>• Use Word to write and edit documents like resumes with professional templates.<br>• Use PowerPoint with tools like Presenter Coach to practice your presentation.<br>• Use Excel to manage your budget with spreadsheet templates.<br>• Try Designer* to create designs and edit photos in seconds with the power of AI.<br>*Designer is only available for personal Microsoft accounts. A Microsoft 365 Personal and Family subscription will be required to continue using premium features.<br><br>PDF capabilities:<br>• Scan PDF files and convert them into Word documents with the PDF converter tool.<br>• Edit PDF files on your device quickly and easily while on the go.<br>• PDF Reader allows you to access and sign PDFs.<br><br>Access and save documents to the cloud by connecting a Microsoft Account (for OneDrive or SharePoint) or by connecting to a third-party cloud storage provider. Logging in with a personal Microsoft account or a work or school account connected to a Microsoft 365 subscription will unlock premium features within the app.<br><br>Subscription &amp; Privacy Disclaimer<br><br>Monthly Microsoft 365 Personal and Family subscriptions purchased from the app will be charged to your App Store account and will automatically renew within 24 hours prior to the end of the current subscription period unless auto-renewal is disabled beforehand. You can manage your subscriptions in your App Store account settings.<br><br>This app is provided by either Microsoft or a third-party app publisher and is subject to a separate privacy statement and terms and conditions. Data provided using this store and this app may be accessible to Microsoft or the third-party app publisher, as applicable, and transferred to, stored and processed in the United States or any other country where Microsoft or the app publisher and their affiliates or service providers maintain facilities.<br><br>Please refer to Microsoft&#39;s EULA for Terms of Service for Microsoft 365. By installing the app, you agree to these terms and conditions: https://support.office.com/legal?llcc=en-gb&amp;aid=SoftwareLicensingTerms_en-gb.htm","Microsoft 365 Copilot","https://play.google.com/store/apps/details?id=com.microsoft.office.officehubrow"
"com.google.android.apps.docs","USD","Google LLC","true","https://play-lh.googleusercontent.com/t-juVwXA8lDAk8uQ2L6d6K83jpgQoqmK1icB_l9yvhIAQ2QT_1XbRwg5IpY08906qEw","0","4.3047843","4.3","productivity","Google Drive, part of Google Workspace, lets you securely store, intelligently organize and collaborate on files and folders from anywhere, on any device. <br><br>With Drive, you can:<br>• Safely store and access your files anywhere<br>• Edit and store 100+ file types, including PDFs, Office files, videos and more<br>• Quickly access recent and important files<br>• Scan and upload paper documents using your device’s camera<br>• Search for files by name and content<br>• Filter files by type, last modified date and more<br>• Share and set permissions for files and folders<br>• View your content on the go while offline<br>• Receive notifications about important activity on your files<br>• View files more easily on Android tablets with side by side view, drag and drop functionality and more<br><br>Google Workspace subscribers have access to additional Drive functionality, including:<br>• Security and management controls for admins to help meet data compliance needs<br>• Sharing files and folders directly with groups or teams within your organization<br>• Creating a shared drive to store all of your team’s content<br><br>Learn more about Drive in Google Workspace: https://workspace.google.com/products/drive/<br><br>Learn more about Google Apps update policy: https://support.google.com/a/answer/6288871 <br><br>Google accounts get 15GB of storage, shared across Google Drive, Gmail, and Google Photos. For additional storage, you can upgrade to Google One as an in-app purchase. In the US, subscriptions start at $1.99/month for 100 GB with Google One. Plans and prices can vary by region.<br><br>Google Privacy Policy: https://www.google.com/intl/en_US/policies/privacy<br>Google Drive Terms of Service: https://www.google.com/drive/terms-of-service<br><br>Follow us for more:<br>X: https://x.com/googleworkspace and https://x.com/googledrive <br>LinkedIn: https://www.linkedin.com/showcase/googleworkspace<br>Facebook: https://www.facebook.com/googleworkspace/","Google Drive","https://play.google.com/store/apps/details?id=com.google.android.apps.docs"
"com.google.android.apps.docs.editors.sheets","USD","Google LLC","true","https://play-lh.googleusercontent.com/keE2gN0Hqh8-Tsf_RYZ_-yS2uo6ToqYVyRBv_UZaLXsgeeHBd2YPcEUWEF4DEtfGyb1h","0","4.1917834","4.2","productivity","Create, edit, and collaborate on spreadsheets from your Android phone or tablet with the Google Sheets app. With Sheets, you can:<br><br>- Create new spreadsheets or edit existing files<br>- Share spreadsheets and collaborate in the same spreadsheet at the same time.<br>- Work anywhere, anytime - even offline<br>- Add and respond to comments<br>- Format cells, enter or sort data, view charts, insert formulas, use find/replace, and more<br>- Never worry about losing your work – everything is saved automatically as you type<br>- Quickly get insights, insert charts, and apply formatting with smart suggestions<br>- Open, edit, and save Excel files.<br><br>Google Sheets is part of Google Workspace: where teams of any size can chat, create, and collaborate.<br><br>Google Workspace subscribers have access to additional Google Sheets features, including:<br>- Easily add collaborators to projects, see changes as they occur, receive notifications for edits that happen while you’re away, and chat with colleagues in the same spreadsheet. All changes are automatically saved as you make them. And with offline access, you can create, view, and edit files wherever and whenever<br>- Get insights fast, powered by Google AI<br>- Work seamlessly across Sheets and Excel<br>- Maintain control with enterprise-grade security<br>- Analyze data from other business-critical tools<br>- Build custom solutions<br><br>Learn more about Google Workspace: https://workspace.google.com/products/sheets/<br><br>Follow us for more:<br>Twitter: https://twitter.com/googleworkspace<br>Linkedin: https://www.linkedin.com/showcase/googleworkspace<br>Facebook: https://www.facebook.com/googleworkspace/","Google Sheets","https://play.google.com/store/apps/details?id=com.google.android.apps.docs.editors.sheets"
