"appId","currency","developer","free","icon","price","score","scoreText","searchTerm","summary","title","url"
"com.google.android.apps.fitness","USD","Google LLC","true","https://play-lh.googleusercontent.com/jArSD-kxOa2llPXvqrjRcEJdL4XhjP8-WqEfg9UAlYF8v0qzXAZ0EI5k96l0pf3tDNg","0","3.6044607","3.6","health & fitness","Get to a healthier and more active life with the new Google Fit!<br><br>It&#39;s hard to know how much or what kind of activity you need to stay healthy. That&#39;s why Google Fit collaborated with the World Health Organization (WHO) and the American Heart Association (AHA) to bring you Heart Points, an activity goal that can help improve your health.<br><br>Activities that get your heart pumping harder have tremendous health benefits for your heart and mind. You&#39;ll earn one Heart Point for each minute of moderate activity like picking up the pace when walking your dog, and double points for more intense activities like running. It takes just 30-minutes of brisk walking five days a week to reach the AHA and WHO&#39;s recommended amount of physical activity shown to reduce the risk of heart disease, improve sleep, and increase overall mental wellbeing.<br><br>Google Fit will also help you:<br><br>TRACK YOUR WORKOUTS FROM YOUR PHONE OR WATCH<br>Get instant insights when you exercise and see real-time stats for your runs, walks, and bike rides. Fit will use your Android phone&#39;s sensors or Wear OS by Google smartwatch&#39;s heart rate sensors to record your speed, pace, route, and more.<br><br>MONITOR YOUR GOALS<br>See your daily progress on your Heart Points and Steps goal. Meeting your goals all the time? Easily adjust your goals to keep challenging yourself to achieve a healthy heart and mind.<br><br>MAKE ALL YOUR MOVEMENT COUNT<br>If you walk, run, or bike throughout the day, your Android phone or Wear OS by Google smartwatch will automatically detect and add your activities to your Google Fit journal to ensure you get credit for every move. Want extra credit? Turn up the tempo on your walks by starting a paced walking workout and stepping to the beat. Enjoy a different type of workout? Select it from a list of activities like pilates, rowing, or spinning, and Google Fit will track all the Heart Points you earn.<br><br>CONNECT WITH YOUR FAVORITE APPS AND DEVICES<br>Fit can show you info from many of your favorite apps and devices to give you a holistic view of your health, so you&#39;ll never lose track of your progress. These include Lifesum, Wear OS by Google, Nike+, Runkeeper, Strava, MyFitnessPal, Basis, Sleep as Android, Withings, Xiaomi Mi bands, and more.<br><br>CHECK IN AT ANYTIME, FROM ANYWHERE<br>See a snapshot of your activity history across Fit and your integrated apps in the redesigned journal. Or, get the full picture in browse, where you can find all of your health and wellness data.<br><br>KEEP A FINGER ON THE PULSE OF YOUR HEALTH<br>Breathing is one of the simplest ways to reduce tension and relieve stress. With Fit, checking in with your breath is easy—all you need is your phone camera. As well as your respiratory rate, you can measure your heart rate to get a better understanding of your body’s wellbeing.<br><br>VIEW YOUR DAY&#39;S STATS AT A GLANCE<br>Add a widget to the home screen of your Android phone or set up a tile and complication on your Wear OS by Google smartwatch.<br><br>Learn more about Google Fit and see a list of supported apps at: www.google.com/fit","Google Fit: Activity Tracking","https://play.google.com/store/apps/details?id=com.google.android.apps.fitness"
"com.sec.android.app.shealth","USD","Samsung Electronics Co.,  Ltd.","true","https://play-lh.googleusercontent.com/vR9yH9B1F2FUBSkV99iIJdGlMwVDgebIaN_upK50fYd5U-0Pw2ppy75JP_K3szGWhlU","0","3.580266","3.6","health & fitness","Start healthy habits for yourself with Samsung Health.<br><br>Samsung Health has various features to help you manage your health. As the app allows you to automatically record many activities, creating a healthy lifestyle is easier and simpler than ever.<br><br>Check various health records on the home screen. Easily add and edit the items that you want to manage such as daily steps and activity time.<br><br>Record and manage your fitness activities, such as running, cycling, swimming, etc. Also, Galaxy Watch wearables user can now exercise more effectively through Life Fitness, Technogym and Corehealth.<br><br>Create healthy eating habits by recording your daily meals and snacks with Samsung Health.<br><br>Work hard and always maintain your best condition with Samsung Health. Set goals that work for your own level, and keep track of your daily condition including your activity amount, workout intensity, heart rate, stress, oxygen level in the blood, etc.<br><br>Monitor your sleep patterns in more detail with Galaxy Watch. Make your mornings more refreshing by improving the quality of your sleep through sleep levels and sleep scores.<br><br>Challenge yourself against your friends and family to become healthier in a more fun and interactive way with Samsung Health Together.<br><br>Samsung Health has prepared videos of expert coaches who will teach you new fitness programs including stretching, weight loss, and more.<br><br>Discover meditation tools on Mindfulness that will help you relieve stress throughout your day. (Some contents are only available through an optional paid subscription. Content is available in English, German, Spanish, French, Portuguese and Korean.)<br><br>Cycle tracking offers helpful support in menstrual cycle tracking, related symptom management and personalized insights and contents through your partner, Natural Cycles.<br><br>Samsung Health protects your private health data securely. All Samsung Galaxy models released after August 2016, Knox enabled Samsung Health service will be available. Please note that Knox enabled Samsung Health service will not be available from rooted mobile.<br><br>Tablets and some mobile devices are not supported, and detailed features may vary depending on the user’s country of residence, region, network carrier, model of the device, etc.<br><br>Requires Android 10.0 or later. Supports over 70 languages, including English, French, and Chinese. An English language version is available for the rest of the world.<br><br>Please note that Samsung Health is intended for fitness and wellness purposes only and is not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment, or prevention of disease.<br><br>The following permissions are required for the app service. For optional permissions, the default functionality of the service is turned on, but not allowed.<br><br>Optional permissions<br>- Location : Used to collect your location data using the trackers(exercises &amp; steps), Used to display a route map for exercise, and to display the weather during exercise<br>- Body Sensors : Used to measure heart rate, oxygen saturation, and stress (HR&amp;Stress : Galaxy S5~Galaxy S10 / SpO2 : Galaxy Note4~Galaxy S10)<br>- Photos and videos(storage) : You can import/export your exercise data, save exercise photos, save/load food photos<br>- Contacts : Used to check if you are logged into your Samsung account, and to create a friend list for Together<br>- Camera : Used to scan QR codes when you add friends using the Together, and to take photos of foods, and to recognize numbers on a blood glucose meter&amp;blood pressure monitor(Available in some countries only)<br>- Physical activity : Used to count your steps and to detect workouts<br>- Microphone : Used to record audio for snore detection<br>- Nearby devices : Used to scan for and connect to nearby devices, including Galaxy Watches and other accessories<br>- Notifications : Used to provide you with timely information<br>- Phone : Used to confirm your phone number for Together.","Samsung Health","https://play.google.com/store/apps/details?id=com.sec.android.app.shealth"
"com.fitbit.FitbitMobile","USD","Google LLC","true","https://play-lh.googleusercontent.com/QhMCymTyxJbzRiwMBA-GYooS-nVKm3fHg2CSRyKHvhmC-e5vOibfST73y1MmScvtPw","0","4.091999","4.1","health & fitness","See the big picture on your health and fitness journey with the Fitbit app. Find easy ways to get active, sleep better, stress less and eat healthier.<br><br>Track the stats you care about across health, fitness and sleep, and change your goals as your routines evolve. Stay motivated with energizing workout content for your body and mind. See how far you’ve come with a glance at your personal goal progress and how you stack up to friends and family. Unlock even more possibilities when you sync up with a wearable device like Fitbit tracker or smartwatch and see how your activity, sleep, nutrition and stress all fit together.<br><br>GET MORE ACTIVE: See how small moves add up by using your smartphone to track steps and distance—or pair with a Fitbit tracker or Wear OS by Google smartwatch to record your heart rate, Active Zone Minutes, calories burned and more. Leverage tiles and complications to easily access your stats.It’s a fitness planner in your pocket: Use the app as a diary to set goals and track your progress. Plus, that motivation you’ve been looking for is right in the app. Bring the gym home with a curated list of audio and video workouts that you can do at your own pace, right from your living room.* You’ll find sessions for HIIT, cardio, strength, running, biking, yoga and more.<br><br>TRACK YOUR HEART HEALTH: Understand your overall health by using your watch or tracker to keep tabs on your heart rate 24/7. Monitor your heart rhythm and see your resting heart rate trends, plus time spent in heart rate zones during workouts.<br><br>SLEEP BETTER: Find sleep tools to help you learn about your sleep quality and improve it—from  measuring your sleep duration and sleep stages to understanding your restless time. Set reminders for bedtime and wake-up time to keep your sleeping schedule managed.<br><br>STRESS LESS: Listen to audio sessions to lessen stress and improve your mood. Use mindfulness to start your day a better way, find moments of calm and set intentions with meditation or get help falling asleep with breathing exercises and relaxing sounds.*<br><br>EAT SMARTER: Keep your diet in check with easy-to-use tools for setting goals. Tracking meals and logging food &amp; water intake lets you see if you’re getting enough protein, fat, fiber and carbs on your way to managing your weight and overall health.<br><br>EVEN MORE WITH FITBIT PREMIUM: Upgrade to Fitbit Premium and get all the guidance, insights and inspiration you need to take your workout routine to the next level. [link: https://www.fitbit.com/global/us/products/services/premium]<br><br>• Your Daily Readiness Score helps you understand when it’s time to go all out and when it’s time for rest &amp; recovery—plus, you’ll get recommended workouts based on your body’s needs.<br>• Get the support you need across a whole library of workouts to keep your mind and body fit—from strength training, HIIT and cycling to dance cardio, yoga, meditation and more—led by Fitbit’s expert trainers who are ready to coach.<br>• Perfect your mindfulness practice with a full library of sessions that calm anxiety, prep for sleep and even help you meditate while walking.<br>• Find new ways to rest &amp; recover with your Sleep Score. Plus, check out your sleep patterns and monthly trends in your Sleep Profile.<br>• Feed your appetite with access to easy, healthy recipes to help you reach your nutrition goals and bring your wellness full circle.<br><br><br>*A Fitbit Premium subscription is required to access the full content library.<br><br>Some Fitbit devices let you handle calls and texts right from your wrist so permissions might be required during setup.","Fitbit","https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile"
"com.droidinfinity.healthplus","USD","DROID INFINITY","true","https://play-lh.googleusercontent.com/0d1oRNK0-L9Np9fVLR3xwL_dlcseA_7nUGx3AvlIAUtIV91Cv8UP0COIt_BDjPt-0oFm","0","3.9772727","4.0","health & fitness","Health Infinity is an all in one health &amp; fitness tracker that helps you reach your health goals, lose weight, make better food choices &amp; keep you fit. <br><br><b>Why is Health Infinity the best Health &amp; Fitness app out there?</b><br>Weight loss tracker, water intake with reminders, calorie counter, activities, exercises &amp; workout tracker, sleep tracker, heart rate monitor, step counter (pedometer), medication reminder and so much more in a single app. Simply put, there is no other health app like this in the WORLD!<br><br><b>Do more with Health Infinity:</b><br>• Set goals for - Weight loss, Weight gain, Macronutrients, Calories, Water intake, Sleep time &amp; Daily step count. <br>• Eat better with built-in Calorie Counter with over 2 Million foods. Create custom foods &amp; meals.<br>• Get Reminders to help you drink enough water.<br>• Track over 100 activities, exercises &amp; workouts. Track a new activity and see the calories burned in real-time using activity tracker.<br>• Record GPS-based activities with precise stats like pace, route, distance &amp; calories burned. <br>• Monitor your heart rate accurately using the mobile&#39;s camera and flash. Any-time. Anywhere. <br>• Improve your sleep using our automatic Sleep Tracker. It works based on the sensors in your device. No need to start or stop manually!<br>• Never forget a pill again - Medication Reminder makes it so easy to track and remember your meds. <br>• Built-in BMI Calculator with BMI Chart to check your category.<br>• Calculate Ideal Weight, Body Fat, Metabolic Rate, Muscle, Target Heart Rate &amp; much more.<br>• Use Tags to add additional information to your tracking. Create custom tags as per your need.<br>• Connect to Google Fit and sync your health data with other apps.<br>• Supports both metric &amp; imperial units.<br>• No external hardware required.<br><br><b>Weight Loss Tracker</b><br>Health Infinity makes Weight Loss easy by helping you change your lifestyle and mindset - Lose weight naturally and burn fat effortlessly.<br>Over 1 Million people used Health Infinity to reduce weight and get fitter.<br><br><b>Challenges:</b><br>Real personal fitness trainer with push-ups, pull-ups, sit-ups &amp; squats Workout challenges.<br>3 Levels for each Challenge. No manual input needed. Works based on the sensors in your mobile.<br><br><b>24/7 Step Counter (Pedometer):</b><br>Track your daily step count. Keep mobile in the trouser pocket, hand or jacket.<br>Uses hardware step detector (Pedometer) in 4.4+ devices to reduce battery consumption.<br>Sensor-Fusion/Accelerometer based algorithms to improve the accuracy of devices without a step detector.<br><br><b>Permissions:</b><br>Contacts - Google Sign-in.<br>Camera - Measure your Heart Rate.<br>Location - Track GPS based activities. <br>Storage - Save charts to phone storage.<br><br><b>Note:</b><br>• Your health is important to us. This application is NOT intended to be a substitute for getting medical advice or treating health-related problems. <br>• GPS Map activity only supports Walking, Running &amp; Cycling. <br>• Push-ups, Pull-ups, Sit-ups &amp; Squats - 3 levels of challenge available.<br>• Some features require PRO access. <br>• Barcode Scanner is available to use with Calorie Counter<br>• Please get in touch with us, if you have any issue - feedback.droidinfinity@gmail.com<br><br>Privacy Policy - <a href=""http://www.google.com/url?q=http%3A%2F%2Fhelp.droidinfinity.xyz%2Farticles%2F7906-privacy-policy&amp;sa=D&amp;sntz=1&amp;usg=AOvVaw3315ic6Z_Oh6IoIwTjqI32"">http://help.droidinfinity.xyz/articles/7906-privacy-policy</a><br><br>Made with ♥ by <a href=""https://www.google.com/url?q=https%3A%2F%2Fwww.droidinfinity.xyz&amp;sa=D&amp;sntz=1&amp;usg=AOvVaw0OpAnuBcJJCGmqhAQQ6U3c""><b>Droid Infinity!</b></a>","Health & Fitness Tracker","https://play.google.com/store/apps/details?id=com.droidinfinity.healthplus"
"com.transsion.healthlife","USD","Transsion Holdings","true","https://play-lh.googleusercontent.com/B1TuYuv1aKL5B0i8YPJ8F-sFsCAkI0BKiXDtuBscbVhZBNKWi1oZV99nRd72LsOPBDw","0","4.25","4.2","health & fitness","My Health is an application preset in a TRANSSION phone for connecting with smart wearable devices, and provides you with interesting and professional analyses of running, steps, weight management etc., this application&#39;s core functions are following:<br>1. Manage smart wearable  devices: Users can connect mobile devices with smart wearable  devices (such as smart watches etc.) for a more convenient life of receiving calls, reminding of sedentary, synchronizing messages, app reminder etc...<br>2. Data synchronization between the mobile phone and the device: With the support of smart wearable devices can providing users with interesting and professional analyses of running, steps, sleep, etc..  <br>3. Step counting: accurate step counter. Easily set daily step goals to constantly motivate yourself; know how many steps taken at a glance.<br>4. Running, Walking, Cycling: route tracker, voice reminder, data analysis, etc. Monitor and understand how you run every time.<br>5. Weight management: weekly/monthly reports of body weight changes and trends, so that you know what goal to set.<br>6. Professional health knowledge of body weight, heart rate, sleep and more.<br>7. With the support of smart wearable devices, accurately monitor different stages of sleep (awake, light, deep), and provide scientific advice to help you sleep more soundly.<br><br>Feel free to tell us what you think about the app and what to improve via [My Health APP – Me – About - User Feedback]. Thank you.<br><br>Support smart wearable devices（Smart Watch ):<br>TECNO Watch 2<br>TECNO WATCH PRO<br>TECNO Watch 3<br>TECNO WATCH Pro 2<br>Infinix Watch GT Pro<br>Infinix Watch Pro<br>Infinix Watch 1<br>Infinix XWatch 3 WE <br>Infinix XWatch 3 Plus<br>Infinix XWatch 3 GT<br>Infinix XWatch 3<br>Infinix XWatch 3 Chic<br>itel ISW-42","My Health","https://play.google.com/store/apps/details?id=com.transsion.healthlife"
"com.healthifyme.basic","USD","HealthifyMe (Calorie Counter, Weight Loss Coach)","true","https://play-lh.googleusercontent.com/NPfbXxAAV3GQ_43zctYR7ZjM5_pz7vpYlG2qhCCA9bFP1MPrHYYACxIEALZdp0koE-k","0","4.4327955","4.4","health & fitness","Transform Your Health Journey with Healthify: The Ultimate AI-Powered Wellness Companion<br><br>Join over 40 million users who have embarked on their path to a healthier self with Healthify, the leading health and nutrition app designed to revolutionize your wellness journey. With Healthify, your journey towards a healthier lifestyle is powered by advanced AI technology, offering personalized health insights and seamless meal tracking at your fingertips. Experience the future of fitness with Ria, our AI nutritionist, and Snap, our innovative calorie-tracking tool, and take the first step towards a healthier you today.<br><br>Why Choose Healthify?<br>Healthify is more than just a fitness app; it&#39;s a comprehensive wellness platform integrating sophisticated AI technology to provide personalized health and wellness guidance. Whether you aim to improve your diet, enhance your physical activity, or simply maintain a healthy lifestyle, Healthify is here to support you every step of the way.<br><br>Innovative Features Designed for Your Health:<br><br>Meet Ria – Your Personal AI Nutritionist: With Ria, get tailored nutrition advice and insights whenever needed. Leveraging the latest in AI technology, Ria offers 24/7 support, answering your health and fitness questions with personalized recommendations to guide you on your wellness journey.<br><br>Snap – Effortless Meal Tracking: Say goodbye to tedious manual logging. With Snap, just take a photo of your meal, and our AI will analyze the calories and nutrients for you. Meal tracking has never been easier, allowing you to stay on top of your diet with the snap of a picture.<br><br>Comprehensive Health Tracking: Easily monitor your daily activities, including steps, hydration, sleep, and workouts, with Healthify. Our app seamlessly integrates with popular health platforms like Samsung Health, Google Fit, HealthConnect, Garmin, and Fitbit, providing a holistic view of your fitness progress.<br><br>Extensive Food Database: Navigate through our vast database of over 100,000 foods, offering comprehensive calorie and nutrition tracking for a wide range of cuisines. Meal planning is now more accessible and enjoyable, helping you make informed dietary choices.<br><br>Daily Challenges to Keep You Motivated: Engage in daily challenges designed to boost your commitment to health, wellness, and active living. With Healthify, find new ways to stay motivated and achieve your fitness goals.<br><br>Smart Scale Integration for In-depth Insights: Connect with smart scales to track your progress accurately, receiving detailed health data and insights that help you understand your journey better.<br><br>Join a Supportive Community: Be part of a vibrant community of individuals on similar health and wellness journeys. Share your experiences, seek advice, and stay motivated with the support of the Healthify community.<br><br>Download Healthify Today and Start Your Personalized Wellness Journey<br><br>With Healthify, achieving your health and fitness goals has never been easier. Powered by cutting-edge technology and AI, Healthify offers a unique, personalized approach to wellness that adapts to your lifestyle. Download Healthify now and take the first step towards a healthier, happier you.","Healthify: AI Diet & Fitness","https://play.google.com/store/apps/details?id=com.healthifyme.basic"
"com.myfitnesspal.android","USD","MyFitnessPal, Inc.","true","https://play-lh.googleusercontent.com/DtR_W1lA1tKsbrr2DUo3TLNzqi9qRyxPqDuCyJeGLU6OMJKqg7CEqs45btRqvDFNDI3Y","0","4.373973","4.4","health & fitness","Track progress toward your health, nutrition, fitness, and weight loss goals with MyFitnessPal. This all-in-one food tracker, calorie counter, macro tracker, and fitness tracker is like having <b>a nutrition coach, meal planner, fitness tracker &amp; food diary</b> with you every day.<br><br>MyFitnessPal is a health and nutrition app that helps you learn about your food habits, monitor your diet and conquer your health goals.<br><br><b>Download our health and nutrition app and start your free 30-day Premium trial</b> to gain access to exclusive food &amp; intermittent fasting tracker and fitness logging tools, expert guidance, and the calorie counter. You’ll soon discover why MyFitnessPal is the #1 nutrition, weight loss and food tracker in the U.S and has been featured in the New York Times, Wall Street Journal, the Today Show, and U.S. News &amp; World Report.<br><br><br><b>MORE THAN A CALORIE <br>COUNTER &amp; DIET JOURNAL</b><br><br>MyFitnessPal, the leading health and nutrition app, is like having a fitness tracker, macros counter, diet planner, and nutrition coach at your fingertips.<br><br>■ <b>Log Food</b> – Easy-to-use planner tools that makes food tracking quick and simple<br>■ <b>Track Activity</b> – Add workouts and steps with the fitness tracker and planner<br>■ <b>Customize Your Health &amp; Fitness Goals</b> – Weight loss, weight gain, weight maintenance, nutrition &amp; fitness<br>■ <b>See Your Fitness Progress</b> – Track at a glance, or analyze your diet &amp; macros in detail<br>■ <b>Learn From a Registered Dietitian</b> – Meal Plans customized for your target calories and macros, whether you’re into weight loss or weight gain —with access to our Meal Planner, macro tracker, and Calorie Counter tools<br>■ <b>Stay Inspired</b> – 500+ healthy recipes for a healthy diet and 50 workouts keep fitness routines fresh and fun <br>■ <b>Connect with the MyFitnessPal Community</b> – Find friends and motivation in our active MyFitnessPal forums<br><br><b>A CLOSER LOOK AT FEATURES &amp; BENEFITS</b><br><br><b>Gain Valuable Health Insights Through Food Logging</b><br>It’s not just a calorie counter for weight loss, diet trends, or a fast route to fat loss—it’s a health &amp; nutrition app and planner that helps you hold yourself accountable.<br><br>■ One of the Largest Food Databases – Calorie Counter for over 14 million foods (including restaurant dishes)<br>■ Fast &amp; Easy Food Tracker &amp; Planner Tools – Type to search, add foods from your history, or scan a barcode or entire meal with your phone’s camera<br>■ Calorie Counter – Follow your food intake with the calorie counter and see your daily progress<br>■ Macro Tracker – See carbs, fat &amp; protein breakdown by gram or percentage—no need for a separate carb tracker!<br>■ Nutrition Tracker and Insights – Analyze nutrition intake and set specific goals for macros, cholesterol, sodium, fiber &amp; more<br>■ Water Tracker –  Make sure you’re staying hydrated<br><br><b>Customize Your App Experience</b><br>Choose your settings and achieve your goals with MyFitnessPal<br><br>■ Custom Goals – Follow your energy intake by meal or day with the calorie counter, set goals with the macro tracker &amp; more<br>■ Personalized Dashboards – Pick health,  fitness, and diet stats you want to see at a glance<br>■ Net Carbs Mode/Carb Tracker – To simplify a low-carb or keto diet, view net (not total) carbs<br>■ Protein and Calorie Counter – Set your protein goals and track how much you eat during the day<br>■ Add Your Own Meals/Food Tracker – Save recipes and meals for quick logging and keep tabs on your diet <br>■ Count Calories From Exercise – Decide how your activities, workouts, fitness and diet affect daily calorie goals<br>■ Connect 50+ Apps &amp; Devices – From smartwatch, fitness trackers and other health and fitness apps<br>■ Track With Wear OS – A calorie counter, water tracker, and macro tracker on your watch. Add complications to the home screen for faster logging, and the tile for tracking different nutrients at-a-glance.<br><br>View our terms &amp; conditions and privacy policy: https://www.myfitnesspal.com/privacy-and-terms","MyFitnessPal: Calorie Counter","https://play.google.com/store/apps/details?id=com.myfitnesspal.android"
"com.squats.fittr","USD","FITTR - Fitness & Personal Training","true","https://play-lh.googleusercontent.com/d0anYIanMGoeNCJNHC2idGGeskwRRIckwSmhcky93DMSfPgFwgIZgcNkcySGXGTcsn0","0","4.39","4.4","health & fitness","Your weight is a combination of Fat, Water, Muscles, Bones, Minerals etc. You don’t want to lose weight, you just want to lose fat:)<br><br>With over 300,000+ success stories and over 5 million community members globally, Fittr is one of the most trusted, science driven fitness platform in the world. We believe in educating and empowering our clients so they can take care of their own health. <br><br>Here’s what you get when you download the app: <br><br>—&gt; Community that answers all your queries and keeps you motivated <br><br>—&gt; 600+ certified coaches and experts for personalised fitness and nutrition plans, online personal training, injury rehab, post pregnancy fat loss, diabetes management, kids training<br><br>—&gt; Free tools like Calorie counter, Step tracker, workout tracker, water reminder, meal reminder, BMR calculator, TDEE calculator, Body fat calculator and many more <br><br>—&gt; Free e-book that will help you understand the basics of living a healthy life with core concepts explained in laymen language<br><br>—&gt; Nutrition database of 1.1 million food items<br><br>—&gt; 500+ free exercise videos including Yoga, HIIT, stretching, Mobility, warm-up and weight training<br><br>—&gt; 7000+ free healthy recipes with cooking instructions and macronutrient details <br><br>—&gt; Fitcoins for completing challenges which can be redeemed to purchase goodies <br><br>—&gt; Transformation challenges with annual prize money of over 1 Crore INR/50k USD","Fittr Health & Fitness Coach","https://play.google.com/store/apps/details?id=com.squats.fittr"
"com.melissawoodhealth","USD","Melissa Wood Health","true","https://play-lh.googleusercontent.com/gk_wuz_veM3uUNk8SZCN99InST3CFdzlhPeF5f2mN6oimswAimarWDdXcB5Ae2oraiE","0","4.61","4.6","health & fitness","MWH is a health, wellness &amp; lifestyle platform on a mission to create a more mindful way of life, accessible and attainable for all.<br><br>• Get unlimited access to a library of 1000+ workouts &amp; meditations.<br>• Move and meditate with Melissa and our MWH Creators<br>Pilates, Yoga, Guided Meditations, Pre &amp; Postnatal, Barre &amp; Standing Series, Treadmill &amp; Water Workouts, and more, all designed to help you transform yourself from the inside out.<br>• New classes added every week.<br>• Custom schedules for Workouts and Meditations. There is something for everyone! <br>• Access to recipes &amp; video tutorials + coveted lifestyle &amp; nutrition tips.<br><br>Melissa Wood-Tepperberg started sharing her workouts on her iPhone and a simple tripod from her living room. The community has grown a lot since then, but the heart of MWH has remained the same. The foundation of this practice has always been about using what you have available to you, whenever, wherever you are. No matter how much time you have available to you (5, 10, 20 minutes, etc), there is something you can do, everyday, to better both your body and your mind.<br><br>Welcome to MWH... the destination to better every single aspect of your life.<br><br>All paid accounts on melissawoodhealth.com automatically renew at the end of their terms. The subscription renewal date will always be the day immediately following the end date of your current subscription period. The card used for the subscription purchase will be charged at the end of the term outlined in your receipt, unless it is updated prior to the renewal date. If you wish to cancel your account, you can do so at any time. Once your account has been cancelled, you will retain access to all paid features throughout the remainder of the term you purchased. If we are unable to process your renewal, your account may temporarily be suspended from access to paid features; your account will not be deleted, and no information will be lost or removed. Your account will remain suspended until a valid payment method is used. If you have any questions or concerns regarding your account, please contact us at support@melissawoodhealth.com.<br><br><br>App Privacy Policy: https://melissawoodhealth.com/privacy-policy<br><br>Terms of use: https://melissawoodhealth.com/terms-of-use","MWH: Fitness + Wellness","https://play.google.com/store/apps/details?id=com.melissawoodhealth"
"com.fiton.android","USD","FitOn","true","https://play-lh.googleusercontent.com/3F1LsBjZ2p-UjP2hwJa--jk_5gzHHezaQ8n381RI4u11DSb647zt07UVUNO4ZHVtdQ","0","4.474702","4.5","health & fitness","Lose weight, sweat, and get fit anytime, anywhere with free home exercise workout videos, personalized fitness plans and guided meditations. Get fit with workouts you can do at home, outside, or in the gym.<br><br>Reduce stress with a calming yoga practice, increase your fitness with a fun cardio workout, and feel good with hundreds of other free fitness videos. <br><br>Find fitness plans and home workouts that you can also enjoy outside or even in the gym. Get your sweat on with celebrity trainers like Jeanette Jenkins or Cassey Ho (of Blogilates) and read advice articles on how to take care of yourself both mentally and physically.<br><br>Achieve personalized health and fitness goals with unlimited access to the best home workouts and exercise videos. From cardio to strength training to HIIT, yoga, Pilates, Barre, and much more - you’re guaranteed to get your sweat on and find a class you love. Plus, you’ll get to work out with top celebrity trainers like Cassey Ho (of Blogilates), Jeanette Jenkins, Katie Dunlop, Christine Bullock, Kenta Seki, Danielle Pascente, and many more.<br><br>Plus, access EXCLUSIVE workout videos led by Gabrielle Union, Julianne Hough, and Jonathan Van Ness.<br><br>Also, reduce stress, get better sleep, improve breathing, relax your body and rejuvenate your mind with short and effective meditations.<br><br>CARDIO HIIT, YOGA, PILATES, BARRE &amp; MORE! HOME WORKOUTS JUST FOR YOU<br>• Quick &amp; effective fitness videos from celebrity trainers like Jeanette Jenkins, Cassey Ho (of Blogilates), and many more! <br>• Exclusive workouts with Gabrielle Union, Julianne Hough, &amp; JVN<br>• No gym? No problem. Turn your home into a fitness studio with your phone, laptop or TV<br><br>PERSONALIZED FITNESS PLANS &amp; EXERCISE VIDEOS <br>• Reach your goals with personalized workout plans<br>• Lose weight, build muscle, increase your cardio endurance, get fit or reduce stress with plans that work for you<br><br>FITNESS VIDEOS FOR EVERYONE<br>• Enjoy cardio, HIIT, yoga, Pilates, Barre, strength, dance, and more<br>• Browse by workout category, body part, length and intensity<br>• Short on time? We’ve got quick HIIT 10-minute workouts so you can get your workout in fast! <br>• Workout anytime on-demand, join a live class, and get ready to sweat! <br><br>GUIDED MEDITATIONS<br>• Calming meditations to help reduce stress and anxiety<br>• Guidance toward improved breathing<br>• Increased relaxation for better sleep<br><br>STAY MOTIVATED &amp; STAY FIT WITH EXERCISE VIDEOS<br>• Join the live leaderboard for friendly competition<br>• Track your progress and share with friends<br>• Real-time text messaging with friends or workout partners<br><br>FitOn is compatible with WearOS<br>• Monitor real-time heart rate on Wear OS devices<br><br>Plus, you can access workouts online from your TV or computer: https://app.fitonapp.com<br><br>Find fitness plans that work for you. Short, fun and effective, the best workouts, from the best personal trainers. Always on.<br><br>Barre, pilates, and so many more exciting fitness videos, plus guided meditations! Download FitOn and start your new fitness routine today!","FitOn Workouts & Fitness Plans","https://play.google.com/store/apps/details?id=com.fiton.android"
